SK_ID_CURR,TARGET
100001,0.06505115350365893
100005,0.12640086286207208
100013,0.08123883481753807
100028,0.061509363614455116
100038,0.1283076432624614
100042,0.055893562654302696
100057,0.08303505659957812
100065,0.12547014945404752
100066,0.05035906244185308
100067,0.10329456967704846
100074,0.06324561358749248
100090,0.11512749959390192
100091,0.11715822104511228
100092,0.09810110738049088
100106,0.1558210555533691
100107,0.1118127200329659
100109,0.09856982364431124
100117,0.0762164392545638
100128,0.07349350185004877
100141,0.087928080850478
100150,0.07549698001080198
100168,0.06499484686526813
100169,0.04432495822613236
100170,0.08690339091889715
100171,0.09982796639888064
100172,0.12153726652090688
100184,0.0739171721044746
100187,0.061739081507788805
100212,0.08580741486609231
100222,0.08476303380360349
100223,0.06309495139766641
100232,0.07324641756621232
100241,0.1411894160301818
100245,0.07944665703269006
100253,0.06144341107720482
100256,0.09450552250060656
100271,0.05483319047297365
100278,0.10646984965464174
100280,0.07066897821557803
100306,0.15388845599462234
100311,0.10708583173122699
100312,0.06354206411778851
100330,0.07495907404325686
100331,0.08947734436037078
100352,0.09284457873378961
100358,0.09300646295957897
100367,0.08562889481562201
100382,0.08528106471159597
100384,0.07421528114337475
100385,0.11568043013464605
100386,0.09037798935695132
100399,0.07180169163277555
100404,0.06926376142877255
100416,0.07177980818878774
100422,0.12102744691321068
100426,0.0794346542050855
100438,0.06845415904714293
100444,0.11472582332051398
100445,0.12338752376867884
100446,0.11718791412933052
100447,0.06484685933662429
100450,0.07368489794081402
100466,0.08577776882932897
100483,0.07288528331888565
100484,0.052560838077373724
100494,0.08403868913148659
100510,0.12550612364273958
100512,0.059550916846472776
100517,0.06955169980080025
100548,0.0583637054074332
100551,0.07007066447882383
100552,0.12561887882021766
100553,0.08592070699338525
100561,0.09290545248633339
100568,0.12349820383732116
100569,0.06932599505218806
100591,0.09532500450649668
100592,0.04786700047993437
100602,0.10761530978210714
100607,0.07915733752121473
100613,0.08342402592094025
100617,0.07819070190652501
100618,0.09140864410334729
100622,0.1635419474665526
100625,0.12431263176237188
100677,0.08352778474211342
100699,0.07670660572911978
100702,0.13677986299869765
100711,0.0841467321255718
100729,0.13700498689615476
100740,0.1181603328716477
100744,0.10482654720052273
100745,0.10250459482496337
100747,0.10006022563221775
100751,0.11105572463681837
100752,0.08554727492674782
100753,0.14571359597809902
100754,0.09584956063196276
100760,0.10778869724450367
100762,0.09414765932663507
100763,0.07689646213231555
100765,0.07605647559910429
100770,0.10165115911132189
100772,0.08600916255940488
100777,0.08513413574717509
100791,0.06889436622965492
100792,0.05947658166287281
100797,0.08817675375476747
100823,0.09451281696192225
100826,0.09202204145795942
100830,0.06687916893389162
100836,0.13168645541781857
100872,0.08325691765578372
100910,0.08810221959395802
100913,0.05843467780953758
100918,0.0793786467353847
100931,0.05514747184902416
100952,0.11949028480529325
100953,0.10172954239413715
100965,0.10498516324440446
100970,0.08125807408719696
100982,0.12076705043209847
100983,0.08480641018997769
100984,0.06855209535901988
100987,0.11510383336707532
100997,0.0912156706573603
100998,0.1314093219068117
101002,0.09746583153356295
101005,0.13453438709951487
101008,0.12053593394277926
101020,0.0944068816820664
101021,0.0910559206009877
101024,0.09414318667965496
101025,0.1271110342296224
101026,0.09416244449873674
101031,0.08579609370327178
101041,0.05721681798444154
101051,0.06411509120527623
101055,0.08877760222898105
101056,0.13112088317061935
101057,0.1018760847997889
101064,0.07281106654750835
101079,0.07948754488696325
101087,0.08834801209149978
101090,0.0642474608644028
101092,0.09062466161434943
101097,0.09630861490977699
101099,0.055576930520801524
101107,0.0894892529233684
101118,0.09101263913059841
101125,0.09791544727678907
101126,0.08149108478468309
101128,0.09538579307817163
101136,0.1299700896699041
101140,0.10720188790181295
101149,0.07461143447731636
101160,0.08020977113151728
101169,0.1139047040814312
101181,0.07426691984170443
101186,0.05765661341740579
101190,0.09935317534686072
101193,0.11827633062849438
101194,0.08977073088165724
101198,0.0975372898834681
101200,0.0765587240653572
101204,0.09941226420334157
101211,0.0818597210700553
101213,0.08381076173089556
101223,0.07259101388072678
101225,0.09344779613202268
101237,0.075319441082824
101243,0.07945522275754169
101244,0.10902938959099735
101258,0.06844657332981623
101259,0.15467265681652975
101268,0.10278010414570825
101269,0.06505812947658034
101271,0.1122744301962909
101279,0.07017851485663784
101281,0.08675545030959658
101287,0.07470331555638926
101292,0.09197170296561245
101294,0.07760337849291882
101296,0.06648767601102719
101297,0.08110229421754486
101299,0.06148473392716909
101301,0.07602560222847993
101305,0.07619891274800909
101308,0.06827367638008111
101318,0.05586963792807137
101327,0.11159211858804328
101329,0.10362561142012632
101332,0.06396691855061874
101337,0.09168784393150163
101343,0.06388734144858894
101345,0.08158181306324622
101346,0.08891070555660704
101353,0.05328849619047395
101354,0.11075568545317828
101355,0.09436582916170355
101356,0.05658809081128679
101362,0.11095251812528785
101363,0.12558045767131004
101365,0.07995412028656325
101366,0.09505243984275778
101367,0.1216313924971346
101368,0.05568845873556086
101374,0.12436709999028168
101380,0.06018063163657517
101383,0.0651276865295945
101398,0.05287841078254091
101399,0.13350063675648982
101401,0.09513324466099014
101412,0.10100610108262872
101426,0.1049769288710115
101427,0.14243982129951324
101428,0.10161036787567973
101429,0.09574422878772049
101434,0.06867664445817602
101440,0.09161461578235235
101448,0.09507097994165088
101449,0.07985483516461515
101465,0.07580329546110778
101467,0.0660508821686598
101472,0.1470285512388135
101478,0.08041520275221403
101497,0.08472821055468174
101504,0.06458279545356028
101547,0.0859621280368024
101548,0.10034209614320341
101555,0.07559559617145487
101570,0.0925319154157202
101572,0.07042053809183196
101578,0.07814501045221225
101580,0.10305693443213693
101588,0.0997245461160434
101602,0.07756004858257431
101610,0.10215052768655773
101614,0.11711226463466284
101616,0.09655276252154929
101643,0.0923029385202236
101644,0.09720392170050239
101649,0.08676295551470628
101650,0.10121278569942459
101665,0.06121208602950387
101667,0.12991626904580755
101669,0.05752444682155498
101674,0.1338093052574648
101675,0.08503792386196951
101678,0.10503892932241572
101682,0.08020617873062257
101686,0.09367536577004745
101697,0.12863071227046488
101700,0.09284068551754196
101711,0.06729681832219994
101714,0.050805830090483
101715,0.10639287177796623
101728,0.09453383029893195
101732,0.07167396091589545
101757,0.08982194032625486
101758,0.10216048712893745
101759,0.10332324690632312
101762,0.05048136047730654
101764,0.07314549836923201
101780,0.1162920084758253
101784,0.08773853384263815
101789,0.07161647984658741
101816,0.0820321060790894
101819,0.05886987502792238
101827,0.04359385382917326
101863,0.08320482834211256
101867,0.1018871885952001
101870,0.07286242833501139
101873,0.10268604174661358
101878,0.09462086584786153
101879,0.05546307945088573
101880,0.0713592734216366
101887,0.11010805266856627
101897,0.06297367732773478
101901,0.06369490671146767
101903,0.14907371182307702
101920,0.06964216995217984
101921,0.08281902673072324
101922,0.08006943430910887
101961,0.15337247773757168
101962,0.0787804103556365
101971,0.07272347554030884
101976,0.12299255800478094
102002,0.10054223416461301
102005,0.06705013429491681
102007,0.13864440953786628
102017,0.07006540443475144
102019,0.12015533381888298
102029,0.06012231840505371
